Obs#,Time,Date,configName,configAuthor,remark,Observation,ID,time(hour),gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,rh_s,rh_r,Tref,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,pitch,roll,heading,angle_inc_leaf,direct_pct,slope_leaf,az_leaf,dec_solar,az_solar,zenith_solar,gps_time,gps_date,latitude,longitude,altitude,gps_sats,gps_HDOP,match_time,match_date,rh_adj,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
100,12:39:08,9/2/22,Auto gsw+F,LI-COR Default,,100,LCOR-440,12,0.29229,2.915472,0.265657,6.794445,2.001646,1.812187,4.487076,2.48543,18.04563,19.932243,44.681976,0.441786,PSF-00336_20220902123908,0,0,0,184.543488,287.950012,0.359113,0.5,0.8,271.228668,46.01,41.66,30.36,30.91,100.42,155.9,149.7,4,1888,3.934,-13,157,126,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:37:18,9/2/22,-0.29,0,0.001,0.002,-1.389,-3.324,-9.445,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,272.438751,25,-11.29621,271.58905,271.812378,-0.223328,2.452634,2.446555,1.655289,0.913535,0.22048,0.005827,0.514607,1.826537,184.543488,0.000882,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902123908,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
101,12:39:49,9/2/22,Auto gsw+F,LI-COR Default,,101,#N/A,12,0.36468,2.918433,0.324172,7.76632,2.083842,1.867965,4.41193,2.328087,18.600782,20.750441,43.933018,0.441786,PSF-00336_20220902123949,0,0,0,115.33606,207.666031,0.444608,0.5,0.8,328.219666,47.84,42.88,30.39,30.61,100.42,156.3,153.7,1.6,1846,3.934,-27,149,139,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:37:18,9/2/22,-0.29,-0.001,-0.001,0.026,-2.14,-3.527,3.498,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,187.974213,25,-13.976141,185.600281,187.699875,-2.099594,2.454319,2.449061,1.658421,0.923636,0.220279,0.001858,0.515399,1.78771,115.33606,0.000881,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902123949,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
102,12:40:17,9/2/22,Auto gsw+F,LI-COR Default,,102,LCOR-457,12,0.219701,2.916609,0.204311,5.291039,2.00088,1.853477,4.517066,2.516186,18.457205,19.925066,44.981621,0.441786,PSF-00336_20220902124017,0,0,0,121.595978,216.725784,0.438941,0.5,0.8,304.74472,45.87,42.49,30.41,31.02,100.42,156.1,147.3,5.6,1736,3.934,-32,155,130,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:37:18,9/2/22,-0.29,0.001,-0.001,0.009,-1.4,-2.886,-12.47,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,200.50264,25,-11.265197,199.897888,200.632446,-0.734558,2.453773,2.446346,1.656489,0.907736,0.220067,0.006691,0.515947,1.687637,121.595978,0.000876,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902124017,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
103,12:41:01,9/2/22,Auto gsw+F,LI-COR Default,,103,LCOR-208,12,0.37172,2.916667,0.329701,8.036789,2.134665,1.911099,4.50146,2.366795,19.032337,21.258799,44.829342,0.441786,PSF-00336_20220902124101,0,0,0,159.093613,265.38028,0.400507,0.5,0.8,304.084412,48.93,43.8,30.42,30.96,100.41,156.1,155,0.7,1898,3.933,-16,150,133,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:37:18,9/2/22,-0.29,0,0.001,0.013,-1.781,-3.905,-7.362,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,246.071579,25,-14.083776,243.818527,245.260361,-1.441833,2.455572,2.45054,1.65655,0.926799,0.220026,0.005874,0.516636,1.835587,159.093613,0.000886,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902124101,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
104,12:41:37,9/2/22,Auto gsw+F,LI-COR Default,,104,LCOR-375,12,0.279219,2.917193,0.254828,6.472633,2.031971,1.851794,4.499627,2.467657,18.440903,20.235174,44.809082,0.441786,PSF-00336_20220902124137,0,0,0,192.664505,259.412506,0.257304,0.5,0.8,200.758148,46.54,42.42,30.43,30.95,100.42,156.1,151.5,3,1951,3.932,-7,148,128,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:37:18,9/2/22,-0.29,0,0.002,0.01,-2.012,-4.192,-10.414,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,251.411682,25,-5.83601,252.04718,251.075241,0.971939,2.453665,2.447268,1.657106,0.917973,0.219934,0.005653,0.51733,1.883374,192.664505,0.000882,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902124137,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
105,12:42:11,9/2/22,Auto gsw+F,LI-COR Default,,105,LCOR-119,12,0.379445,2.916118,0.335756,8.409146,2.169852,1.935892,4.600163,2.430311,19.27771,21.607504,45.808666,0.441786,PSF-00336_20220902124211,0,0,0,214.034912,299.413635,0.285153,0.5,0.8,221.785233,49.66,44.31,30.44,31.34,100.42,156,151.5,2.9,1944,3.931,-13,147,135,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:37:18,9/2/22,-0.29,0.001,0.001,0.008,-1.817,-4.008,-9.062,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,288.241974,25,-7.716888,290.610199,288.389374,2.220825,2.456263,2.451543,1.655971,0.918172,0.21982,0.010341,0.518175,1.877773,214.034912,0.000873,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902124211,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
106,12:42:42,9/2/22,Auto gsw+F,LI-COR Default,,106,LCOR-500,12,0.191971,2.916667,0.180116,5.061793,2.064569,1.923648,4.790413,2.725844,19.155592,20.558882,47.702705,0.441786,PSF-00336_20220902124242,0,0,0,138.027191,225.531586,0.387992,0.5,0.8,300.970795,47.19,43.97,30.46,32.06,100.42,156.1,143.1,8.3,1939,3.928,-18,160,130,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:37:18,9/2/22,-0.29,0.003,0.002,-9999,-1.506,-2.639,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,208.267807,25,-12.923507,205.172546,207.069214,-1.896667,2.455789,2.448146,1.65655,0.897358,0.219608,0.019025,0.518887,1.873079,138.027191,0.000874,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902124242,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
107,12:45:20,9/2/22,Auto gsw+F,LI-COR Default,,107,LCOR-456,12,0.737012,2.918195,0.588406,13.360763,2.285927,1.915283,4.489029,2.203102,19.074287,22.765528,44.706211,0.441786,PSF-00336_20220902124520,0,0,0,111.529831,231.585068,0.518407,0.5,0.8,369.742645,51.73,43.34,30.64,30.91,100.41,156.3,151.4,3.1,1783,3.927,-31,159,128,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:37:18,9/2/22,-0.29,-0.003,0,0.009,-1.56,-3.853,-5.777,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,195.50264,25,-26.323162,186.583405,193.980103,-7.396698,2.45489,2.4543,1.658168,0.9178,0.218105,0.002494,0.521843,1.7308,111.529831,0.000868,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902124520,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
108,12:47:14,9/2/22,Auto gsw+F,LI-COR Default,,108,LCOR-602,12,0.383802,2.917823,0.339186,8.125199,2.075645,1.84972,4.40313,2.327485,18.423454,20.673708,43.855766,0.441786,PSF-00336_20220902124714,0,0,0,166.298035,267.711548,0.378816,0.5,0.8,290.860748,46.77,41.68,30.71,30.57,100.4,156.2,153.6,1.7,1920,3.925,-31,160,127,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:37:18,9/2/22,-0.29,0,0.002,0.008,-1.917,-3.652,-12.606,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,250.144608,25,-12.79398,248.219849,249.434219,-1.214371,2.452588,2.447514,1.657774,0.923412,0.217475,-0.002629,0.52336,1.855091,166.298035,0.00115,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902124714,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
109,12:48:02,9/2/22,Auto gsw+F,LI-COR Default,,109,LCOR-615,12,0.273315,2.916654,0.249898,6.998454,2.02567,1.83077,4.743001,2.71733,18.232306,20.173285,47.234692,0.441786,PSF-00336_20220902124802,0,0,0,152.8759,256.468445,0.403919,0.5,0.8,309.468323,45.61,41.22,30.72,31.88,100.41,156.1,152.1,2.5,1915,3.925,-15,148,138,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:47:53,9/2/22,-0.3,0.001,0.002,0.013,-1.14,-2.217,-4.901,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,236.937408,25,-14.151277,234.632492,236.25209,-1.619598,2.451952,2.445928,1.656537,0.919677,0.217364,0.013546,0.523985,1.851333,152.8759,0.001144,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902124802,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
110,12:48:33,9/2/22,Auto gsw+F,LI-COR Default,,110,LCOR-460,12,0.525193,2.916502,0.44505,10.645249,2.159211,1.863129,4.481514,2.322303,18.555256,21.503994,44.632259,0.441786,PSF-00336_20220902124833,0,0,0,130.540604,240.944305,0.458213,0.5,0.8,342.192444,48.59,41.93,30.74,30.88,100.41,156.1,155.3,0.5,1867,3.924,-21,163,128,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:47:53,9/2/22,-0.3,0.005,0.005,0.012,-1.674,-3.458,-8.325,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,215.572708,25,-18.383707,211.055511,214.681549,-3.626038,2.45292,2.450012,1.656376,0.927602,0.217268,0.000909,0.524421,1.807238,130.540604,0.00113,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902124833,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
111,12:49:06,9/2/22,Auto gsw+F,LI-COR Default,,111,LCOR-477,12,0.378638,2.915453,0.335115,7.564976,2.082302,1.871548,4.277263,2.194961,18.63855,20.737423,42.596809,0.441786,PSF-00336_20220902124906,0,0,0,154.136536,305.324158,0.495171,0.5,0.8,350.195892,46.88,42.14,30.73,30.07,100.41,155.9,154.3,1,1768,3.921,9,161,121,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:47:53,9/2/22,-0.3,-0.003,-0.003,0.012,3.382,4.478,-10.617,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,286.78894,25,-12.795804,286.028625,287.04422,-1.015594,2.453216,2.447677,1.655268,0.925114,0.21735,-0.009074,0.524962,1.717123,154.136536,0.000909,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902124906,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
112,12:51:35,9/2/22,Auto gsw+F,LI-COR Default,,112,LCOR-531,12,0.560547,2.916268,0.470173,10.485665,2.229211,1.937742,4.394511,2.1653,19.299643,22.202637,43.768723,0.441786,PSF-00336_20220902125135,0,0,0,119.647263,229.829987,0.47941,0.5,0.8,337.66983,50.38,43.8,30.66,30.54,100.4,156,154.8,0.8,1761,3.92,-26,162,124,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:47:53,9/2/22,-0.3,0.002,0.004,0.001,-1.098,-3.485,-10.408,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,205.825562,25,-17.482491,201.624161,204.854706,-3.230545,2.455508,2.45248,1.656129,0.926316,0.217919,-0.002407,0.527232,1.710571,119.647263,0.000876,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902125135,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
113,12:52:39,9/2/22,Auto gsw+F,LI-COR Default,,113,LCOR-586,12,0.321102,2.919317,0.289283,7.888058,2.017704,1.798492,4.664395,2.646691,17.912462,20.095755,46.456032,0.441786,PSF-00336_20220902125239,0,0,0,144.033905,241.495224,0.403575,0.5,0.8,296.267456,45.56,40.61,30.68,31.59,100.4,156.4,150.9,3.5,1835,3.919,-19,170,126,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:47:53,9/2/22,-0.3,-0.004,-0.002,0.007,-0.984,-1.548,-5.816,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,225.360626,25,-11.267021,224.489807,225.399292,-0.909485,2.451107,2.445861,1.65936,0.916554,0.217767,0.010427,0.528156,1.778342,144.033905,0.00088,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902125239,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
114,12:53:06,9/2/22,Auto gsw+F,LI-COR Default,,114,LCOR-578,12,0.280562,2.915886,0.255936,7.819191,2.054194,1.836391,5.013687,2.959493,18.290104,20.459385,49.935375,0.441786,PSF-00336_20220902125306,0,0,0,109.424469,192.509476,0.431589,0.5,0.8,328.911316,46.35,41.43,30.69,32.86,100.4,156,154.1,1.2,1905,3.919,-22,163,125,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:47:53,9/2/22,-0.3,0.001,0.002,-9999,-2.819,-4.368,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,165.312408,25,-21.499651,155.069595,161.795319,-6.725723,2.452251,2.44695,1.655726,0.924503,0.217667,0.026454,0.528642,1.842064,109.424469,0.001132,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902125306,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
115,12:53:49,9/2/22,Auto gsw+F,LI-COR Default,,115,LCOR-056,12,0.331338,2.917962,0.297551,6.983788,2.047367,1.853114,4.329381,2.282014,18.454414,20.388905,43.114563,0.441786,PSF-00336_20220902125349,0,0,0,128.362305,280.322205,0.54209,0.5,0.8,383.031738,46.15,41.77,30.71,30.28,100.42,156.2,154.5,1.1,1766,3.918,17,154,118,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:47:53,9/2/22,-0.3,0.001,-0.002,0.005,-3.037,2.815,-7.118,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,264.099243,25,-11.172156,264.140717,264.361786,-0.221069,2.452706,2.446665,1.657922,0.925499,0.217504,-0.006242,0.529397,1.715667,128.362305,0.001146,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902125349,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
116,12:54:27,9/2/22,Auto gsw+F,LI-COR Default,,116,LCOR-029,12,0.532627,2.916578,0.450379,10.373529,2.126052,1.837485,4.363741,2.237689,18.30224,21.1765,43.464966,0.441786,PSF-00336_20220902125427,0,0,0,114.079712,248.935562,0.54173,0.5,0.8,368.462006,47.81,41.32,30.75,30.42,100.4,156.1,155.1,0.6,1700,3.917,-29,169,124,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:47:53,9/2/22,-0.3,0.001,0.002,0.012,-1.709,-4.127,-7.987,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,213.788864,25,-25.241339,207.580444,212.876068,-5.295624,2.452085,2.448947,1.656456,0.926957,0.217175,-0.005014,0.530028,1.655497,114.079712,0.000845,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902125427,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
117,12:55:05,9/2/22,Auto gsw+F,LI-COR Default,,117,LCOR-591,12,0.266614,2.917553,0.24429,6.725657,2.046803,1.859699,4.717822,2.671019,18.522991,20.386585,46.99049,0.441786,PSF-00336_20220902125505,0,0,0,201.805832,315.990906,0.361356,0.5,0.8,276.982452,45.94,41.74,30.78,31.79,100.4,156.2,149,4.6,1916,3.917,-9,159,123,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:47:53,9/2/22,-0.3,0.002,0.002,0.007,-1.728,-3.109,-8.605,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,298.990845,25,-11.81067,299.500122,299.118317,0.381805,2.452659,2.44637,1.657488,0.91197,0.216892,0.011672,0.530622,1.852119,201.805832,0.000878,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902125505,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
118,12:55:38,9/2/22,Auto gsw+F,LI-COR Default,,118,LCOR-114,12,0.160235,2.9173,0.151892,4.563811,1.957629,1.830511,4.872015,2.914386,18.230181,19.496159,48.520725,0.441786,PSF-00336_20220902125538,0,0,0,218.448761,293.782776,0.256428,0.5,0.8,190.630157,43.86,41.02,30.81,32.36,100.41,156.2,154.8,0.9,1859,3.916,8,158,121,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:47:53,9/2/22,-0.3,0.002,0.004,0.001,-2.67,-4.65,-11.44,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,285.525085,25,-5.684592,287.598969,285.661835,1.937134,2.451643,2.443486,1.65722,0.926242,0.216624,0.018458,0.531032,1.799516,218.448761,0.000892,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902125538,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
119,12:56:04,9/2/22,Auto gsw+F,LI-COR Default,,119,LCOR-270,12,0.115631,2.916333,0.111222,3.546056,1.936122,1.837266,5.026175,3.090053,18.299417,19.284037,50.061378,0.441786,PSF-00336_20220902125604,0,0,0,112.358093,239.673843,0.531204,0.5,0.8,353.301178,43.29,41.08,30.85,32.91,100.4,156,154.4,1.1,1663,3.916,-54,142,144,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:47:53,9/2/22,-0.3,-0.001,-0.001,-9999,0.706,3.182,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,206.144577,25,-24.298162,199.379684,204.961761,-5.582077,2.451727,2.442684,1.656197,0.925194,0.216315,0.025033,0.531399,1.621198,112.358093,0.000885,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902125604,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
120,12:57:15,9/2/22,Auto gsw+F,LI-COR Default,,120,LCOR-447,12,0.548034,2.916008,0.461332,11.79479,2.12954,1.801281,4.610367,2.480827,17.940514,21.209925,45.918621,0.441786,PSF-00336_20220902125715,0,0,0,156.334518,233.640137,0.330875,0.5,0.8,251.665497,47.34,40.05,30.95,31.38,100.4,156,154.9,0.7,1902,3.914,-29,153,135,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:47:53,9/2/22,-0.3,0.002,0.001,0.009,-0.782,-1.509,-2.493,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,220.186111,25,-9.62513,218.729492,219.889786,-1.160294,2.450268,2.448252,1.655855,0.92646,0.215458,0.004468,0.532483,1.838679,156.334518,0.000864,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902125715,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
121,12:57:48,9/2/22,Auto gsw+F,LI-COR Default,,121,LCOR-189,12,0.18166,2.917879,0.171013,5.173392,1.977821,1.833835,4.910889,2.933067,18.265202,19.69932,48.912991,0.441786,PSF-00336_20220902125748,0,0,0,156.374222,214.631821,0.27143,0.5,0.8,202.374771,43.92,40.73,30.97,32.5,100.4,156.2,141.9,9.2,1864,3.914,-24,169,123,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:47:53,9/2/22,-0.3,-0.001,0.002,0.008,-1.243,-3.017,-8.472,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,207.870132,25,-4.666619,209.354645,207.965134,1.389511,2.451209,2.443533,1.657833,0.89442,0.215302,0.018293,0.532774,1.804477,156.374222,0.000889,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902125748,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
122,12:58:30,9/2/22,Auto gsw+F,LI-COR Default,,122,LCOR-555,12,0.497115,2.916207,0.424715,10.018322,2.152145,1.873403,4.442964,2.290819,18.65674,21.432667,44.246349,0.441786,PSF-00336_20220902125830,0,0,0,165.581696,276.618744,0.401408,0.5,0.8,264.924133,47.64,41.47,31.02,30.73,100.41,156,153.9,1.4,1650,3.912,16,173,122,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:58:18,9/2/22,-0.27,-0.002,0.001,0.005,-1.281,-3.343,-9.638,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,260.389557,25,-11.593575,259.184723,260.056305,-0.871582,2.452226,2.448597,1.656064,0.923995,0.21482,-0.00457,0.533475,1.609567,165.581696,0.000883,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902125830,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
123,12:59:42,9/2/22,Auto gsw+F,LI-COR Default,,123,LCOR-464,12,0.291816,2.916986,0.265278,6.492523,2.103706,1.923129,4.480134,2.376428,19.156528,20.955284,44.627182,0.441786,PSF-00336_20220902125942,0,0,0,237.599731,376.202148,0.368425,0.5,0.8,227.253464,46.3,42.32,31.13,30.88,100.39,156.1,154.4,1.1,1542,3.839,-31,-157,77,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:58:18,9/2/22,-0.27,0.002,0.005,0.003,-4.317,-3.889,15.42,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,359.483246,25,-11.679318,359.763977,359.517212,0.246765,2.453377,2.446725,1.656888,0.925351,0.213951,-0.004044,0.534064,1.511285,237.599731,0.001167,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902125942,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
124,14:05:54,9/2/22,Auto gsw+F,LI-COR Default,,124,LCOR-038,14,0.141636,2.916837,0.135077,4.472249,1.779454,1.654622,4.991671,3.212217,16.479441,17.722715,49.715237,0.441786,PSF-00336_20220902140554,0,0,0,178.272491,318.748932,0.440712,0.5,0.8,210.555511,33.88,31.51,33.69,32.79,100.41,156.1,153,2,1194,3.837,-37,-169,82,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:04:58,9/2/22,-0.21,0,0,0.001,-2.148,-4.948,-12.363,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,301.164154,25,-12.109859,300.93634,301.448914,-0.512573,2.437669,2.42868,1.65673,0.921897,0.193507,-0.012522,0.575414,1.194642,178.272491,0.000886,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902140554,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
125,14:07:01,9/2/22,Auto gsw+F,LI-COR Default,,125,LCOR-444,14,0.314812,2.917166,0.284148,9.068312,1.943184,1.690514,5.036605,3.093421,16.834522,19.35066,50.155643,0.441786,PSF-00336_20220902140701,0,0,0,107.443573,224.441208,0.521284,0.5,0.8,338.338318,37.41,32.54,33.5,32.95,100.42,156.1,153.9,1.4,1623,3.837,-3,-176,91,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:04:58,9/2/22,-0.21,-0.001,0.002,0.011,0.229,0.223,1.951,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,188.203812,25,-26.531136,178.952332,186.539124,-7.586792,2.439188,2.433727,1.657078,0.924008,0.194975,-0.008029,0.574979,1.584659,107.443573,0.000873,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902140701,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
126,14:07:35,9/2/22,Auto gsw+F,LI-COR Default,,126,LCOR-050,14,0.139539,2.916461,0.133168,4.665185,1.813167,1.682935,5.208205,3.395038,16.758581,18.055435,51.86306,0.441786,PSF-00336_20220902140735,0,0,0,118.631958,241.077011,0.507908,0.5,0.8,326.390808,35.09,32.57,33.4,33.54,100.42,156.1,130.6,16.3,1607,3.836,-1,-175,102,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:04:58,9/2/22,-0.21,0.002,0.001,-9999,-0.314,-0.734,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,210.874557,25,-21.983097,205.24263,209.672211,-4.429581,2.439249,2.430465,1.656333,0.867444,0.195716,0.000816,0.575002,1.570017,118.631958,0.000874,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902140735,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
