SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
143,14:34:21,8/15/22,Auto gsw+F,LI-COR Default,,143,LCOR-190,11,0.414267,2.91638,0.362741,9.488942,1.828658,1.562393,4.387899,2.559241,15.478086,18.115879,43.469398,0.441786,PSF-00336_20220815143421,0,0,0,96.631767,300.069885,0.677969,0.5,0.8,455.092865,37.21,31.79,32.51,30.51,100.94,156,155.1,0.6,1678,3.948,14:24:32,8/15/22,-0.46,0.003,0.003,0.024,0.014,1.994,-10.09,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,262.597931,25,-25.794107,264.05954,263.220703,0.838837,2.438281,2.433997,1.656247,0.926945,0.20264,-0.025961,0.592571,1.635234,96.631767,0.002333,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815143421,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
144,14:35:10,8/15/22,Auto gsw+F,LI-COR Default,,144,LCOR-112,13,0.479977,2.918151,0.412182,12.114813,1.830453,1.49094,4.701725,2.871273,14.768325,18.131329,46.572372,0.441786,PSF-00336_20220815143510,0,0,0,141.293045,223.801239,0.368667,0.5,0.8,268.404114,37.22,30.32,32.52,31.73,100.96,156.3,155.3,0.6,1820,3.947,14:34:48,8/15/22,-0.42,-0.002,0.002,0.007,-0.937,-3.303,-11.485,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,208.667282,25,-10.644927,208.147644,208.594009,-0.446365,2.436149,2.433964,1.658122,0.927486,0.202561,-0.010988,0.593044,1.764522,141.293045,0.002323,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815143510,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
145,14:37:42,8/15/22,Auto gsw+F,LI-COR Default,,145,LCOR-374,12,0.413838,2.91669,0.362416,10.598078,1.868218,1.571013,4.723753,2.855536,15.563062,18.507286,46.795319,0.441786,PSF-00336_20220815143742,0,0,0,130.873566,310.53595,0.578556,0.5,0.8,450.419495,37.26,31.33,32.87,31.81,100.94,156.1,149.6,4.1,1946,3.943,14:34:48,8/15/22,-0.42,0,0,0.028,-3.466,-3.643,-10.122,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,272.4216,25,-26.70627,269.754761,272.383667,-2.628906,2.437556,2.43394,1.656575,0.913468,0.199835,-0.014341,0.595556,1.879476,130.873566,0.002287,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815143742,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
146,14:38:47,8/15/22,Auto gsw+F,LI-COR Default,,146,LCOR-521,11,0.237369,2.917625,0.21951,6.256175,1.780296,1.604817,4.566979,2.786683,15.897149,17.635426,45.240013,0.441786,PSF-00336_20220815143847,0,0,0,114.143013,376.380493,0.696735,0.5,0.8,502.026428,35.35,31.87,32.94,31.22,100.95,156.2,154.3,1.2,1801,3.939,14:34:48,8/15/22,-0.42,0,0.001,0.003,-1.679,-3.973,-10.775,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,353.048798,25,-15.674586,356.573944,353.987946,2.585999,2.438319,2.431222,1.657565,0.924934,0.199246,-0.022725,0.595818,1.74745,114.143013,0.002311,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815143847,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
147,14:41:47,8/15/22,Auto gsw+F,LI-COR Default,,147,LCOR-232,11,0.394953,2.917665,0.347864,11.964602,1.912766,1.57765,5.261326,3.348559,15.62888,18.948692,52.120972,0.441786,PSF-00336_20220815144147,0,0,0,114.18557,241.817535,0.527803,0.5,0.8,430.529938,36.88,30.42,33.47,33.72,100.94,156.2,150.5,3.7,2039,3.937,14:34:48,8/15/22,-0.42,0.001,0.004,-9999,-0.926,-2.57,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,195.784454,25,-35.176601,180.133224,191.564636,-11.431412,2.436133,2.433281,1.657607,0.915555,0.195192,0.00226,0.597065,1.964132,114.18557,0.002273,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815144147,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
148,14:44:06,8/15/22,Auto gsw+F,LI-COR Default,,148,LCOR-315,12,0.120168,2.919397,0.115417,4.887482,1.743242,1.606298,5.857047,4.113805,15.912333,17.26893,58.021156,0.441786,PSF-00336_20220815144406,0,0,0,160.60817,221.614746,0.275282,0.5,0.8,206.85347,33.42,30.8,33.57,35.66,100.95,156.4,154.8,1,1879,3.934,14:34:48,8/15/22,-0.42,0,0.001,0.002,-1.749,-1.842,-13.114,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,213.414078,25,-5.677294,213.794235,213.504227,0.290009,2.436665,2.428337,1.659445,0.926259,0.19443,0.025987,0.595875,1.817769,160.60817,0.002298,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815144406,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
149,14:46:09,8/15/22,Auto gsw+F,LI-COR Default,,149,LCOR-419,11,0.3268,2.917345,0.29388,10.179239,1.860919,1.575607,5.234256,3.373338,15.609728,18.436344,51.856411,0.441786,PSF-00336_20220815144609,0,0,0,126.069901,211.860413,0.404939,0.5,0.8,336.365509,35.34,29.92,33.74,33.63,100.94,156.2,154.7,0.9,2077,3.932,14:45:27,8/15/22,-0.43,0.001,0.001,0.004,-1.724,-4.116,-13.291,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,191.556213,25,-14.720466,188.491699,190.830917,-2.339218,2.435371,2.431056,1.657268,0.926181,0.193149,-0.002369,0.596621,1.998185,126.069901,0.002259,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815144609,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
150,14:47:37,8/15/22,Auto gsw+F,LI-COR Default,,150,LCOR-365,12,0.327057,2.9179,0.294093,10.458301,1.852471,1.559422,5.314711,3.46224,15.448426,18.351515,52.650219,0.441786,PSF-00336_20220815144737,0,0,0,134.42659,235.650711,0.429552,0.5,0.8,351.81662,35.16,29.6,33.75,33.9,100.94,156.2,153.4,1.8,2048,3.931,14:45:27,8/15/22,-0.43,-0.003,-0.003,0.005,-1.293,-3.769,-13.531,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,210.078476,25,-18.522356,205.786942,209.18988,-3.402939,2.434896,2.430795,1.657856,0.922837,0.193068,0.000988,0.596269,1.971714,134.42659,0.002253,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815144737,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
151,14:48:32,8/15/22,Auto gsw+F,LI-COR Default,,151,LCOR-480,10,0.637505,2.914947,0.523101,12.990114,1.907683,1.543012,4.337111,2.429428,15.284388,18.896652,42.961479,0.441786,PSF-00336_20220815144832,0,0,0,124.1287,327.784393,0.62131,0.5,0.8,311.608978,36.27,29.33,33.72,30.31,100.95,155.9,155.2,0.4,1254,3.929,14:45:27,8/15/22,-0.43,0,0.001,-0.013,0.294,0.934,18.824,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,282.581085,25,-31.876402,277.171265,282.246124,-5.07486,2.434517,2.432374,1.654736,0.927246,0.19329,-0.043819,0.596455,1.248774,124.1287,0.002281,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815144832,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
152,14:49:48,8/15/22,Auto gsw+F,LI-COR Default,,152,LCOR-433,12,0.426222,2.918542,0.371909,11.912721,1.842373,1.508724,4.966508,3.124135,14.947001,18.25248,49.20343,0.441786,PSF-00336_20220815144948,0,0,0,114.89296,190.582535,0.397149,0.5,0.8,319.002869,35.03,28.68,33.72,32.7,100.94,156.3,154.2,1.3,2008,3.928,14:45:27,8/15/22,-0.43,0,0,0.003,-1.446,-3.208,-12.485,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,170.991898,25,-14.44408,166.390305,169.947891,-3.557587,2.433566,2.430612,1.658537,0.92487,0.193295,-0.014018,0.596492,1.935739,114.89296,0.002233,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815144948,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
153,14:51:16,8/15/22,Auto gsw+F,LI-COR Default,,153,LCOR-453,11,0.57125,2.918742,0.477747,14.603002,1.941059,1.532481,4.921874,2.980815,15.180481,19.227779,48.755199,0.441786,PSF-00336_20220815145116,0,0,0,121.496918,205.427475,0.408565,0.5,0.8,327.459106,36.87,29.11,33.74,32.54,100.95,156.3,155.2,0.7,2004,3.926,14:45:27,8/15/22,-0.43,0.001,0.002,0.006,-1.384,-3.293,-12.392,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,183.20668,25,-16.366005,178.066132,182.04718,-3.981049,2.434185,2.433221,1.65875,0.927218,0.19317,-0.016255,0.596607,1.931759,121.496918,0.002246,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815145116,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
154,14:52:05,8/15/22,Auto gsw+F,LI-COR Default,,154,LCOR-223,11,0.60223,2.918027,0.499203,14.551896,2.024647,1.617539,4.867458,2.842811,16.020197,20.052214,48.207565,0.441786,PSF-00336_20220815145205,0,0,0,117.643478,193.438873,0.391831,0.5,0.8,290.421814,38.44,30.71,33.74,32.34,100.97,156.2,154.9,0.9,1853,3.925,14:45:27,8/15/22,-0.43,0.001,-0.001,0.007,-1.181,-2.835,-11.328,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,170.228714,25,-17.699585,162.553314,168.153442,-5.600128,2.436508,2.435426,1.657991,0.926594,0.193101,-0.018857,0.59703,1.794469,117.643478,0.002257,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815145205,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
155,14:53:12,8/15/22,Auto gsw+F,LI-COR Default,,155,LCOR-216,12,0.506079,2.91458,0.431206,11.371241,1.904724,1.585402,4.482696,2.577972,15.704473,18.867571,44.404118,0.441786,PSF-00336_20220815145312,0,0,0,131.51622,325.167786,0.595544,0.5,0.8,456.912903,36.05,30,33.8,30.89,100.95,155.8,154.6,0.8,1918,3.924,14:45:27,8/15/22,-0.43,-0.01,-0.004,0.019,6.114,4.367,-4.852,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,306.463135,25,-12.770264,307.793488,306.924347,0.869141,2.435479,2.432046,1.65435,0.925894,0.192681,-0.037712,0.597403,1.853737,131.51622,0.002277,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815145312,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
156,14:53:56,8/15/22,Auto gsw+F,LI-COR Default,,156,LCOR-159,12,0.398063,2.9162,0.350254,9.039332,1.985887,1.732598,4.507285,2.521397,17.163784,19.672964,44.650898,0.441786,PSF-00336_20220815145356,0,0,0,100.584267,335.327606,0.700042,0.5,0.8,436.275574,37.61,32.81,33.79,30.98,100.94,156,153.9,1.4,1558,3.923,14:45:27,8/15/22,-0.43,-0.001,-0.003,0.011,2.069,3.375,-0.018,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,301.734558,25,-22.276814,305.37915,303.503204,1.875946,2.439526,2.434256,1.656057,0.923973,0.192778,-0.036356,0.597511,1.525835,100.584267,0.002262,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815145356,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
157,14:54:48,8/15/22,Auto gsw+F,LI-COR Default,,157,LCOR-426,12,0.519189,2.918272,0.440772,12.140953,1.976068,1.636368,4.665279,2.689211,16.20949,19.574476,46.213192,0.441786,PSF-00336_20220815145448,0,0,0,125.240921,329.661133,0.620092,0.5,0.8,318.10553,37.43,30.99,33.79,31.59,100.95,156.3,155,0.8,1282,3.919,14:45:27,8/15/22,-0.43,0.001,0.001,-0.012,0.864,2.88,9.006,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,277.271759,25,-37.674103,266.57547,275.840332,-9.264862,2.436912,2.433997,1.658251,0.926888,0.192785,-0.028799,0.597606,1.274872,125.240921,0.002323,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815145448,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
158,14:57:50,8/15/22,Auto gsw+F,LI-COR Default,,158,LCOR-113,12,0.550215,2.918255,0.462933,14.198531,2.016389,1.61938,5.004186,2.987797,16.045341,19.979036,49.583096,0.441786,PSF-00336_20220815145750,0,0,0,112.50293,211.477585,0.468015,0.5,0.8,374.027313,37.99,30.51,33.88,32.83,100.93,156.3,155.1,0.8,1998,3.918,14:57:34,8/15/22,-0.43,0.004,0.004,0.005,-1.363,-3.336,-12.566,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,204.077835,25,-8.10182,200.756912,199.903412,0.8535,2.436192,2.434769,1.658232,0.926966,0.192059,-0.014421,0.596779,1.926506,112.50293,0.00234,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815145750,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
159,14:59:22,8/15/22,Auto gsw+F,LI-COR Default,,159,LCOR-505,11,0.2901,2.915886,0.26385,6.667133,1.673855,1.486437,4.15054,2.476685,14.727955,16.584936,41.124489,0.441786,PSF-00336_20220815145922,0,0,0,96.648216,373.229462,0.741049,0.5,0.8,511.258606,31.6,28.06,33.85,29.55,100.93,156,154.8,0.7,1725,3.916,14:57:34,8/15/22,-0.43,0.003,0.005,0.016,2.507,2.578,4.456,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,340.237488,25,-22.012285,345.042938,341.782959,3.259979,2.432632,2.425671,1.655725,0.92642,0.192344,-0.054826,0.596881,1.677707,96.648216,0.002354,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815145922,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
160,15:00:54,8/15/22,Auto gsw+F,LI-COR Default,,160,LCOR-153,12,0.278149,2.917795,0.253941,9.37772,1.767229,1.504268,5.362509,3.595281,14.905213,17.510792,53.135056,0.441786,PSF-00336_20220815150054,0,0,0,112.570526,210.053406,0.464086,0.5,0.8,366.372375,33.59,28.59,33.72,34.07,100.92,156.2,155.1,0.7,1974,3.914,14:57:34,8/15/22,-0.43,-0.002,-0.001,0.005,0.613,2.108,-12.333,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,184.440857,25,-18.060801,180.936096,184.251953,-3.315857,2.433428,2.428561,1.657745,0.927052,0.193254,0.003364,0.596795,1.904353,112.570526,0.002305,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815150054,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
161,15:02:30,8/15/22,Auto gsw+F,LI-COR Default,,161,LCOR-336,12,0.293541,2.917068,0.266703,9.419527,1.828286,1.564164,5.267401,3.439115,15.498707,18.115789,52.192661,0.441786,PSF-00336_20220815150230,0,0,0,133.582947,212.445801,0.371214,0.5,0.8,280.174866,34.92,29.88,33.64,33.74,100.92,156.1,154.2,1.2,1887,3.912,14:57:34,8/15/22,-0.43,0,0.001,0.005,-1.888,-4.117,-11.495,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,199.784515,25,-8.723914,200.083847,199.98291,0.100937,2.435318,2.430483,1.656974,0.924855,0.193919,0.000381,0.597221,1.82535,133.582947,0.002302,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815150230,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
162,15:03:34,8/15/22,Auto gsw+F,LI-COR Default,,162,LCOR-412,11,0.377426,2.916818,0.334184,10.831315,1.803928,1.500077,4.965327,3.1614,14.863326,17.873985,49.198311,0.441786,PSF-00336_20220815150334,0,0,0,112.849831,264.291626,0.57301,0.5,0.8,380.731293,34.55,28.73,33.59,32.69,100.92,156.1,155.3,0.5,1661,3.911,14:57:34,8/15/22,-0.43,0.001,0.004,0.006,-1.103,-0.314,1.869,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,211.194992,25,-40.611263,193.21167,206.274841,-13.063171,2.433652,2.42996,1.65671,0.927489,0.194282,-0.012402,0.597583,1.619709,112.849831,0.002326,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815150334,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
163,15:04:24,8/15/22,Auto gsw+F,LI-COR Default,,163,LCOR-509,11,0.189165,2.916526,0.177644,6.876367,1.758545,1.565508,5.524304,3.765759,15.51148,17.424143,54.736317,0.441786,PSF-00336_20220815150424,0,0,0,126.287338,193.187714,0.346297,0.5,0.8,272.008881,33.68,29.98,33.59,34.6,100.93,156.1,154.9,0.8,1964,3.91,14:57:34,8/15/22,-0.43,-0.001,0,0.004,-1.709,-3.943,-11.905,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,176.833755,25,-12.544047,172.171356,175.267426,-3.096069,2.435479,2.428715,1.656401,0.926435,0.194278,0.011982,0.598048,1.895311,126.287338,0.002308,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815150424,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
164,15:05:28,8/15/22,Auto gsw+F,LI-COR Default,,164,LCOR-549,11,0.595496,2.915949,0.494508,14.440323,1.929779,1.524936,4.778879,2.8491,15.110125,19.121584,47.352432,0.441786,PSF-00336_20220815150528,0,0,0,132.903458,244.842468,0.457188,0.5,0.8,315.536957,36.92,29.18,33.61,32.01,100.92,156,155.4,0.4,1725,3.909,14:57:34,8/15/22,-0.43,0,0,0.004,0.622,1.2,-12.897,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,218.225952,25,-19.388908,214.423294,217.143692,-2.720398,2.434305,2.433329,1.655792,0.927838,0.194152,-0.021169,0.598789,1.678293,132.903458,0.002307,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815150528,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
165,15:06:13,8/15/22,Auto gsw+F,LI-COR Default,,165,LCOR-466,10,0.481013,2.917794,0.412938,12.648853,1.890035,1.535738,4.878183,2.988149,15.214964,18.725079,48.329472,0.441786,PSF-00336_20220815150613,0,0,0,130.265945,216.950256,0.399558,0.5,0.8,299.820862,36.26,29.46,33.56,32.38,100.94,156.2,154.8,0.9,1876,3.908,14:57:34,8/15/22,-0.43,0.002,-0.001,-0.002,-2.056,-4.09,-14.146,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,194.783096,25,-16.480938,189.028503,193.405777,-4.377274,2.434727,2.432398,1.657744,0.926185,0.194508,-0.015988,0.599076,1.815394,130.265945,0.002327,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815150613,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
166,15:06:51,8/15/22,Auto gsw+F,LI-COR Default,,166,LCOR-547,10,0.430244,2.919248,0.374979,11.968523,1.900277,1.565436,5.011806,3.11153,15.508351,18.825525,49.650604,0.441786,PSF-00336_20220815150651,0,0,0,115.762352,162.154144,0.286097,0.5,0.8,210.478561,36.5,30.06,33.54,32.86,100.94,156.4,154.4,1.3,1839,3.907,14:57:34,8/15/22,-0.43,-0.004,-0.003,0.005,-2.023,-2.876,-13.034,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,152.542236,25,-6.988983,150.827057,152.169769,-1.342712,2.43561,2.43274,1.659287,0.925293,0.194664,-0.009664,0.599858,1.781943,115.762352,0.002378,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815150651,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
167,15:07:27,8/15/22,Auto gsw+F,LI-COR Default,,167,LCOR-598,11,0.398501,2.916862,0.350602,11.297912,1.843374,1.526561,4.98568,3.142306,15.125249,18.264248,49.398384,0.441786,PSF-00336_20220815150727,0,0,0,125.577805,202.435089,0.379664,0.5,0.8,272.245575,35.38,29.3,33.55,32.76,100.93,156.1,155.2,0.6,1793,3.905,14:57:34,8/15/22,-0.43,-0.003,-0.004,0.011,-1.035,-1.606,-3.869,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,185.867783,25,-12.160939,182.725311,185.062103,-2.336792,2.434495,2.431157,1.656757,0.927315,0.194583,-0.010977,0.600139,1.739546,125.577805,0.002357,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815150727,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
168,15:09:26,8/15/22,Auto gsw+F,LI-COR Default,,168,LCOR-464,10,0.173877,2.91783,0.164098,6.273962,1.685065,1.50902,5.407507,3.722443,14.954337,16.698936,53.588226,0.441786,PSF-00336_20220815150926,0,0,0,152.556534,193.562698,0.21185,0.5,0.8,167.852631,32.12,28.76,33.67,34.22,100.91,156.2,154.9,0.9,1981,3.903,15:08:37,8/15/22,-0.42,-0.001,-0.002,0,-1.749,-3.718,-16.329,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,189.025284,25,-3.119593,190.334564,189.106079,1.228485,2.43369,2.426435,1.657781,0.926533,0.193642,0.00595,0.599589,1.91089,152.556534,0.002348,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815150926,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
169,15:10:20,8/15/22,Auto gsw+F,LI-COR Default,,169,LCOR-555,9,0.270717,2.917126,0.247727,8.915218,1.702724,1.452386,5.211054,3.50833,14.388218,16.868219,51.623859,0.441786,PSF-00336_20220815151020,0,0,0,105.908989,167.013672,0.365866,0.5,0.8,263.354919,32.48,27.71,33.66,33.55,100.94,156.1,154.6,1,1800,3.903,15:08:37,8/15/22,-0.42,0.001,0,0,-1.041,-2.37,-11.864,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,149.325378,25,-14.001681,142.474655,147.011032,-4.536377,2.432137,2.42696,1.657035,0.925823,0.193746,-0.002371,0.599287,1.745789,105.908989,0.002354,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815151020,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
170,15:11:04,8/15/22,Auto gsw+F,LI-COR Default,,170,LCOR-189,12,0.557342,2.919225,0.467993,12.158052,1.935515,1.595524,4.474349,2.538834,15.808105,19.176666,44.330887,0.441786,PSF-00336_20220815151104,0,0,0,118.185997,317.148621,0.627348,0.5,0.8,463.663513,36.93,30.44,33.66,30.86,100.93,156.4,154.6,1.2,1848,3.902,15:08:37,8/15/22,-0.42,0,-0.003,-0.01,-1.57,-1.567,-0.993,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,281.483887,25,-24.513433,280.967102,282.128998,-1.161896,2.436136,2.433308,1.659262,0.925682,0.193771,-0.03627,0.599543,1.789674,118.185997,0.002335,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815151104,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
171,15:11:39,8/15/22,Auto gsw+F,LI-COR Default,,171,LCOR-447,10,0.460062,2.918201,0.39741,13.214258,2.095586,1.726375,5.328061,3.232475,17.10531,20.763536,52.791626,0.441786,PSF-00336_20220815151139,0,0,0,128.37088,245.339508,0.476762,0.5,0.8,355.928955,39.99,32.94,33.65,33.95,100.93,156.3,155.3,0.6,1866,4.041,15:08:37,8/15/22,-0.42,0.002,0.004,0.015,-0.971,-0.106,1.782,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,209.784866,25,-26.857689,199.05246,206.970917,-7.918457,2.439732,2.437601,1.658175,0.927603,0.193789,0.002787,0.600048,1.806682,128.37088,0.002317,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815151139,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
