Obs#,Time,Date,configName,configAuthor,remark,Observation,ID,Timepoint,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,rh_s,rh_r,Tref,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,pitch,roll,heading,angle_inc_leaf,direct_pct,slope_leaf,az_leaf,dec_solar,az_solar,zenith_solar,gps_time,gps_date,latitude,longitude,altitude,gps_sats,gps_HDOP,match_time,match_date,rh_adj,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
92,12:30:05,6/27/23,Auto gsw+F,LI-COR Default,,92,LCOR-563,12,0.035705,2.921048,0.035274,1.134802,1.24462,1.212734,4.398563,3.153943,12.024176,12.340324,43.611443,0.441786,PSF-00281_20230627123005,0,0,0,56.672932,68.194115,0.168947,0.5,0.8,124.209206,34.66,33.77,27.05,30.56,100.86,156.6,157,-0.2,1838,3.974,-1,141,155,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:27:00,6/27/23,-0.81,0.001,0.001,-9999,0.068,0.21,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,65.935852,25,-1.74025,65.321442,65.701202,-0.379761,2.467796,2.494459,1.660023,0.933235,0.251307,0.041423,0.878264,1.81565,56.672932,0.001066,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627123005,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
93,12:31:09,6/27/23,Auto gsw+F,LI-COR Default,,93,LCOR-062,12,0.14446,2.918708,0.137647,3.351202,1.340165,1.245939,3.73339,2.393225,12.356128,13.290579,37.024471,0.441786,PSF-00281_20230627123109,0,0,0,69.900871,117.362221,0.404401,0.5,0.8,175.223114,37.37,34.74,27.03,27.72,100.84,156.3,157,-0.4,1083,3.972,6,123,133,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:27:00,6/27/23,-0.81,0.004,0.003,-9999,1.015,1.704,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,110.013489,25,-5.091909,109.614731,110.068047,-0.453316,2.469114,2.49823,1.657529,0.933274,0.251525,0.00843,0.879034,1.1138,69.900871,0.001065,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627123109,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
94,12:31:51,6/27/23,Auto gsw+F,LI-COR Default,,94,LCOR-003,12,0.364169,2.919147,0.323777,5.786068,1.385184,1.222677,3.146134,1.76095,12.129128,13.741222,31.210094,0.441786,PSF-00281_20230627123151,0,0,0,78.220367,225.733398,0.653483,0.5,0.8,339.987,38.6,34.08,27.04,24.82,100.81,156.4,157.3,-0.6,1301,3.971,8,137,142,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:27:00,6/27/23,-0.81,0.002,0.004,0.016,0.119,0.52,1.505,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,210.60025,25,-10.341693,212.198502,210.918884,1.279617,2.468207,2.499928,1.657995,0.933961,0.251428,-0.024554,0.879624,1.316,78.220367,0.001081,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627123151,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
95,12:32:57,6/27/23,Auto gsw+F,LI-COR Default,,95,LCOR-251,12,0.15186,2.918687,0.14435,3.571024,1.299623,1.199197,3.731361,2.431738,11.895323,12.891489,37.012878,0.441786,PSF-00281_20230627123257,0,0,0,89.455605,156.437698,0.428171,0.5,0.8,259.506042,36.19,33.39,27.06,27.71,100.81,156.3,157.2,-0.5,1515,3.969,-5,136,144,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:27:00,6/27/23,-0.81,0.003,0.005,-9999,-3.934,-4.198,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,143.764252,25,-9.034237,141.505844,143.496124,-1.99028,2.467277,2.496589,1.657505,0.933634,0.251287,0.008047,0.880488,1.515489,89.455605,0.001065,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627123257,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
96,12:33:38,6/27/23,Auto gsw+F,LI-COR Default,,96,LCOR-001,12,0.281941,2.921673,0.257128,6.543931,1.376649,1.193149,3.876108,2.499459,11.83248,13.652256,38.439445,0.441786,PSF-00281_20230627123338,0,0,0,85.9673,125.035172,0.312455,0.5,0.8,240.400101,38.35,33.24,27.05,28.36,100.84,156.7,157.2,-0.3,1923,3.969,-38,-177,134,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:27:00,6/27/23,-0.81,0.002,0.003,-9999,0.212,0.941,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,115.663292,25,-6.853027,113.67202,115.218185,-1.546165,2.467065,2.499576,1.660693,0.933598,0.251351,0.015677,0.881165,1.895142,85.9673,0.00104,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627123338,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
97,12:34:30,6/27/23,Auto gsw+F,LI-COR Default,,97,LCOR-163,12,0.492114,2.918928,0.421116,7.296905,1.442259,1.237331,3.149765,1.707506,12.27036,14.302593,31.235582,0.441786,PSF-00281_20230627123430,0,0,0,108.402016,317.798157,0.658897,0.5,0.8,264.816711,40.35,34.61,26.98,24.84,100.84,156.4,157,-0.4,1005,3.967,-51,169,42,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:27:00,6/27/23,-0.81,0.001,0,0.012,4.483,-1.904,-2.097,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,293.157928,25,-17.364389,291.285767,292.923615,-1.637848,2.468948,2.502327,1.657762,0.933173,0.252074,-0.023599,0.881056,1.040846,108.402016,0.001042,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627123430,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
98,12:35:22,6/27/23,Auto gsw+F,LI-COR Default,,98,LCOR-504,12,0.03297,2.91935,0.032602,0.914227,1.267993,1.242281,4.021673,2.75368,12.319078,12.574058,39.880936,0.441786,PSF-00281_20230627123522,0,0,0,70.660469,102.488441,0.310552,0.5,0.8,198.85965,35.46,34.74,26.99,29,100.84,156.4,156.6,-0.1,1601,3.966,18,-127,225,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:27:00,6/27/23,-0.81,0.002,0.001,0.002,-2.241,-2.744,-12.747,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,97.618462,25,-3.347123,97.036598,97.69368,-0.657082,2.469115,2.495581,1.658212,0.932135,0.252003,0.02384,0.882602,1.59514,70.660469,0.00105,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627123522,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
99,12:36:15,6/27/23,Auto gsw+F,LI-COR Default,,99,LCOR-164,12,0.240602,2.918987,0.22228,6.151562,1.379078,1.206205,4.094193,2.715114,11.96107,13.675328,40.599163,0.441786,PSF-00281_20230627123615,0,0,0,85.241318,122.741051,0.305519,0.5,0.8,234.3134,38.4,33.59,27.06,29.31,100.84,156.4,156.2,0.1,1917,3.964,-33,-179,131,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:27:00,6/27/23,-0.81,0,0.002,-9999,-0.19,0.014,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,112.361671,25,-7.698655,109.556435,111.712708,-2.156273,2.467543,2.499649,1.657825,0.931151,0.251288,0.026638,0.884074,1.889433,85.241318,0.001046,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627123615,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
100,12:37:34,6/27/23,Auto gsw+F,LI-COR Default,,100,LCOR-289,12,0.051801,2.919968,0.050899,1.111575,1.221415,1.190151,3.373624,2.15221,11.801637,12.11165,33.453144,0.441786,PSF-00281_20230627123734,0,0,0,90.362549,285.583496,0.683586,0.5,0.8,51.167553,33.81,32.95,27.16,26,100.85,156.5,156.6,-0.1,187,3.963,-29,153,102,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:37:23,6/27/23,-0.72,0.001,0.002,-9999,0.201,0.059,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,271.328674,25,-9.755561,272.62973,271.608612,1.021118,2.466651,2.493125,1.65887,0.932253,0.250282,-0.012678,0.885037,0.280526,90.362549,0.001098,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627123734,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
101,12:37:57,6/27/23,Auto gsw+F,LI-COR Default,,101,LCOR-040,12,0.085467,2.919122,0.083036,1.844712,1.274576,1.222686,3.462317,2.187741,12.124377,12.638929,34.332973,0.441786,PSF-00281_20230627123757,0,0,0,117.126701,294.243866,0.60194,0.5,0.8,194.064102,35.21,33.78,27.19,26.44,100.85,156.4,156.7,-0.2,806,3.961,-65,153,76,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:37:23,6/27/23,-0.72,-0.001,-0.003,0.007,-1.423,-2.753,-10.448,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,273.107178,25,-14.626082,272.556427,273.291962,-0.735535,2.467785,2.495087,1.657969,0.932542,0.249956,-0.008076,0.885171,0.856003,117.126701,0.001045,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627123757,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
102,12:38:51,6/27/23,Auto gsw+F,LI-COR Default,,102,LCOR-277,12,0.253817,2.92053,0.233522,5.274131,1.349578,1.201497,3.571615,2.222037,11.91424,13.38263,35.416698,0.441786,PSF-00281_20230627123851,0,0,0,88.694572,207.597397,0.572757,0.5,0.8,243.622513,37.14,33.07,27.26,26.96,100.85,156.6,157.2,-0.4,1063,3.961,-59,162,62,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:37:23,6/27/23,-0.72,0,0.001,0.013,-0.652,-0.155,0.951,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,186.038376,25,-15.016232,183.880096,186.086594,-2.206497,2.466803,2.497757,1.65947,0.933846,0.249301,-0.002822,0.886177,1.095341,88.694572,0.001067,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627123851,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
103,12:39:15,6/27/23,Auto gsw+F,LI-COR Default,,103,LCOR-111,12,0.112085,2.919369,0.107941,2.672687,1.283629,1.208486,3.718177,2.434547,11.986097,12.731384,36.877892,0.441786,PSF-00281_20230627123915,0,0,0,106.66037,159.480057,0.331199,0.5,0.8,164.527145,35.25,33.18,27.3,27.65,100.82,156.4,156.7,-0.2,1242,3.961,-42,159,74,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:37:23,6/27/23,-0.72,0.002,0.003,-9999,-0.568,-3.195,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,148.807175,25,-8.762947,144.414429,146.927109,-2.51268,2.466954,2.495115,1.658232,0.932433,0.248908,0.00459,0.886551,1.261352,106.66037,0.001077,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627123915,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
104,12:39:50,6/27/23,Auto gsw+F,LI-COR Default,,104,LCOR-588,12,0.183922,2.9195,0.173022,4.268799,1.409665,1.289824,3.832275,2.42261,12.794127,13.982864,38.01342,0.441786,PSF-00281_20230627123950,0,0,0,142.835495,245.698059,0.418654,0.5,0.8,214.884918,38.54,35.26,27.37,28.17,100.81,156.4,157,-0.4,1283,3.96,-41,-162,206,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:37:23,6/27/23,-0.72,-0.002,0.003,0.003,-2.453,-3.494,-12.774,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,234.562042,25,-7.672342,235.588425,234.707397,0.881027,2.469767,2.49967,1.658371,0.933208,0.248188,0.009731,0.88713,1.299742,142.835495,0.001035,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627123950,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
105,12:40:24,6/27/23,Auto gsw+F,LI-COR Default,,105,LCOR-035,12,0.076121,2.918194,0.074186,2.555251,1.307774,1.235887,4.677337,3.369563,12.258384,12.971411,46.393066,0.441786,PSF-00281_20230627124024,0,0,0,83.648087,113.315498,0.261812,0.5,0.8,212.989899,35.59,33.63,27.45,31.64,100.82,156.3,156.7,-0.3,2034,3.958,-27,-154,129,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:37:23,6/27/23,-0.72,-0.001,0.001,-9999,-0.919,1.736,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,105.535629,25,-5.810511,103.730324,104.99192,-1.261597,2.467545,2.495572,1.656982,0.932459,0.247403,0.049769,0.887696,1.997731,83.648087,0.001034,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627124024,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
106,12:41:26,6/27/23,Auto gsw+F,LI-COR Default,,106,LCOR-218,12,0.076784,2.921306,0.074818,2.402184,1.313609,1.246183,4.458694,3.145086,12.357773,13.026405,44.214653,0.441786,PSF-00281_20230627124126,0,0,0,58.312298,91.157196,0.360311,0.5,0.8,252.386078,35.42,33.6,27.61,30.79,100.84,156.7,156.7,0,1751,3.958,-49,165,97,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:37:23,6/27/23,-0.72,0,0.003,0.009,5.837,0.44,13.001,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,75.979469,25,-13.222904,71.097855,72.215347,-1.117493,2.467476,2.495311,1.6603,0.932458,0.24585,0.037829,0.888438,1.734915,58.312298,0.001042,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627124126,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
107,12:42:17,6/27/23,Auto gsw+F,LI-COR Default,,107,LCOR-066,12,0.215576,2.919915,0.200755,4.602448,1.366774,1.237519,3.62142,2.254646,12.272139,13.553923,35.912621,0.441786,PSF-00281_20230627124217,0,0,0,75.817825,149.269943,0.492076,0.5,0.8,172.798782,36.63,33.16,27.71,27.2,100.84,156.5,156.9,-0.3,878,3.955,-45,145,104,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:37:23,6/27/23,-0.72,0.004,0.002,0.011,0.236,0.679,1.684,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,134.909027,25,-10.230999,132.456421,134.613998,-2.157578,2.466866,2.496976,1.658814,0.93307,0.244831,-0.005379,0.888062,0.922875,75.817825,0.001056,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627124217,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
108,12:43:30,6/27/23,Auto gsw+F,LI-COR Default,,108,LCOR-338,12,0.174684,2.917747,0.164817,4.659007,1.380457,1.249433,4.152241,2.771784,12.392617,13.692192,41.184391,0.441786,PSF-00281_20230627124330,0,0,0,76.655029,116.106277,0.339786,0.5,0.8,213.502899,36.96,33.45,27.73,29.55,100.82,156.2,156.5,-0.2,1571,3.955,-20,177,83,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:37:23,6/27/23,-0.72,0.002,0.002,-9999,-0.332,-0.506,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,108.611938,25,-5.382253,107.474327,108.396187,-0.92186,2.467254,2.497432,1.656508,0.931963,0.244672,0.021718,0.887572,1.56725,76.655029,0.001043,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627124330,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
109,12:44:11,6/27/23,Auto gsw+F,LI-COR Default,,109,LCOR-077,12,0.201165,2.917493,0.188189,4.219682,1.334921,1.216149,3.541376,2.206454,12.06001,13.237819,35.11824,0.441786,PSF-00281_20230627124411,0,0,0,84.038612,208.23201,0.596418,0.5,0.8,372.890472,35.68,32.5,27.76,26.82,100.84,156.2,156.7,-0.3,1563,3.954,-24,169,118,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:37:23,6/27/23,-0.72,-0.002,0.001,0.009,0.112,-0.265,1.762,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,192.142731,25,-11.042148,193.570023,192.414093,1.15593,2.465961,2.495654,1.656238,0.932496,0.244396,-0.010243,0.88873,1.559975,84.038612,0.001082,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627124411,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
110,12:45:09,6/27/23,Auto gsw+F,LI-COR Default,,110,LCOR-604,12,0.160176,2.91997,0.151846,3.422604,1.307279,1.211109,3.525638,2.218359,12.010744,12.964469,34.964252,0.441786,PSF-00281_20230627124509,0,0,0,81.502678,163.215088,0.500642,0.5,0.8,145.970627,35.02,32.44,27.72,26.74,100.84,156.5,157,-0.3,729,3.952,-48,163,91,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:37:23,6/27/23,-0.72,0.002,0.002,-9999,-0.289,1.036,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,150.10321,25,-9.121341,149.015671,150.148743,-1.133072,2.465878,2.494735,1.658872,0.933121,0.244756,-0.010677,0.888664,0.784329,81.502678,0.001074,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627124509,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
111,12:46:10,6/27/23,Auto gsw+F,LI-COR Default,,111,LCOR-614,12,0.035726,2.920445,0.035294,0.895036,1.2182,1.193038,3.712848,2.494648,11.831261,12.080796,36.820019,0.441786,PSF-00281_20230627124610,0,0,0,69.527863,79.970741,0.130584,0.5,0.8,76.724167,32.78,32.1,27.64,27.63,100.84,156.5,157,-0.3,1469,3.951,-12,162,164,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:37:23,6/27/23,-0.72,-0.001,0.002,-9999,-0.545,-0.691,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,77.699661,25,-2.015169,76.388596,77.084007,-0.695412,2.465425,2.491604,1.659379,0.933177,0.245514,0.000316,0.887445,1.472405,69.527863,0.001083,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627124610,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
112,12:47:05,6/27/23,Auto gsw+F,LI-COR Default,,112,LCOR-079,12,0.084627,2.920436,0.082244,2.299214,1.255608,1.190986,4.001468,2.74586,11.809592,12.450377,39.677814,0.441786,PSF-00281_20230627124705,0,0,0,71.464417,126.569984,0.435376,0.5,0.8,175.363617,33.9,32.15,27.58,28.91,100.85,156.5,156.8,-0.1,1007,3.95,-36,171,107,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:37:23,6/27/23,-0.72,-0.001,0,0.009,0.122,-0.159,-0.561,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,112.904549,25,-9.963339,109.479904,112.29747,-2.817566,2.465507,2.493191,1.659369,0.932594,0.246077,0.015891,0.887031,1.042885,71.464417,0.001078,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627124705,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
113,12:47:58,6/27/23,Auto gsw+F,LI-COR Default,,113,LCOR-502,12,0.136097,2.919741,0.130036,3.035122,1.260344,1.174996,3.557952,2.297608,11.651278,12.497582,35.280689,0.441786,PSF-00281_20230627124758,0,0,0,85.063934,207.908829,0.590859,0.5,0.8,166.475555,34.07,31.77,27.56,26.9,100.85,156.5,156.7,-0.2,704,3.949,-51,172,65,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:47:51,6/27/23,-0.68,0.001,0.001,-9999,0.437,0.648,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,187.031143,25,-14.609751,184.595352,186.980316,-2.384964,2.464975,2.493387,1.658628,0.932553,0.2463,-0.007081,0.887219,0.761512,85.063934,0.001058,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627124758,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
114,12:49:03,6/27/23,Auto gsw+F,LI-COR Default,,114,LCOR-058,12,0.025669,2.920318,0.025445,0.581199,1.266753,1.250418,3.51564,2.248887,12.398978,12.560953,34.860611,0.441786,PSF-00281_20230627124903,0,0,0,74.29361,150.501785,0.506361,0.5,0.8,97.557686,34.29,33.84,27.54,26.7,100.85,156.5,156.6,0,482,3.947,-40,-173,162,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:47:51,6/27/23,-0.68,0.004,0.003,-9999,0.135,0.084,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,138.192062,25,-9.215702,134.139771,137.300262,-3.160492,2.467819,2.49369,1.659244,0.93219,0.246496,-0.009167,0.887746,0.554409,74.29361,0.001104,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627124903,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
115,12:50:06,6/27/23,Auto gsw+F,LI-COR Default,,115,LCOR-585,12,0.061559,2.919689,0.060288,1.331004,1.27845,1.241022,3.45295,2.1745,12.304374,12.675456,34.234997,0.441786,PSF-00281_20230627125006,0,0,0,59.055447,191.903625,0.692265,0.5,0.8,204.545074,34.5,33.49,27.59,26.39,100.86,156.5,156.7,-0.2,739,3.947,-47,158,54,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:47:51,6/27/23,-0.68,0.001,0.003,-9999,8.657,1.513,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,179.590347,25,-3.721848,192.077637,186.572067,5.505569,2.467335,2.493988,1.658573,0.932453,0.246017,-0.013201,0.88983,0.793409,59.055447,0.001083,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627125006,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
116,12:50:49,6/27/23,Auto gsw+F,LI-COR Default,,116,LCOR-059,12,0.100269,2.919811,0.09694,1.965654,1.297707,1.242454,3.29613,1.998423,12.319486,12.867348,32.682598,0.441786,PSF-00281_20230627125049,0,0,0,90.076447,319.865723,0.718393,0.5,0.8,231.245651,34.95,33.46,27.63,25.6,100.85,156.5,156.7,-0.1,805,3.944,-46,-152,249,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:47:51,6/27/23,-0.68,-0.001,-0.001,-9999,0.228,-0.241,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,304.480072,25,-10.537675,309.317719,304.770477,4.547241,2.467281,2.494601,1.658703,0.932364,0.245648,-0.02251,0.891386,0.85483,90.076447,0.001074,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627125049,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
117,12:51:53,6/27/23,Auto gsw+F,LI-COR Default,,117,LCOR-230,12,0.04664,2.920669,0.045907,1.025214,1.226508,1.197696,3.42632,2.199811,11.878428,12.164182,33.981323,0.441786,PSF-00281_20230627125153,0,0,0,87.019798,219.405518,0.603384,0.5,0.8,50.992023,32.91,32.14,27.69,26.26,100.83,156.6,154,1.6,211,3.943,-65,-123,257,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:47:51,6/27/23,-0.68,0,-0.001,-9999,1.354,2.442,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,215.975052,25,-2.159434,217.414505,216.312119,1.102386,2.465466,2.491732,1.659618,0.9256,0.245044,-0.01584,0.894004,0.302979,87.019798,0.001037,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627125153,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
118,12:52:34,6/27/23,Auto gsw+F,LI-COR Default,,118,LCOR-534,12,0.244991,2.92205,0.226039,5.402826,1.344009,1.192511,3.693885,2.349876,11.826796,13.329288,36.634323,0.441786,PSF-00281_20230627125234,0,0,0,125.005249,199.464706,0.373296,0.5,0.8,227.480072,36.03,31.97,27.71,27.54,100.83,156.7,157,-0.2,1523,3.943,-54,159,90,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:47:51,6/27/23,-0.68,-0.001,0.001,0.009,-0.649,-3.525,-14.365,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,183.636551,25,-11.189135,182.253601,183.436234,-1.182632,2.465231,2.496097,1.661097,0.933164,0.244886,-0.001436,0.895271,1.523164,125.005249,0.001054,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627125234,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
