obs,time,elapsed,date,hhmmss,averaging,Group name,Control v transgenic,obs,ID,Leaf number,Plant age,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt._Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
133,1693260281,23871.5,20230828 15:04:40,15:04:40,5,232,Transgenic,133,LCOR-286,,,1693260273,0.005009108,5.009108383,14.71549896,393.3378387,325.8148188,33.05272088,39.90268412,0.417563613,2.952994906,0.387316893,0.244607777,49.58423858,23.80664153,23.59867419,2.923529215,52.19621242,1.641056209,3.144013968,1.282473006,-220.9016797,192.995281,13.71401119,35.39185104,14.71549896,5.009108383,14.83253882,414.6701759,399.5001152,0.037019533,67.23427664,5.092223924,11.22190372,16.23626909,-0.000957705,78.55,0,0,1,0,53981.08925,-,0,0,0,#DIV/0!,0.5,RECT-944-20230828-15_04_38,8161.58,1185.738,3447.79,0.656087523,0.5,252.8649964,14.71549896,82.95078454,0.056217741,-1,#DIV/0!,DARK-945-20230828-15_04_44,825.93,825.93,0.760446547,0.862766128,4.174433669,0.656087523,#DIV/0!,0.6009628,0.3990372,299.9761935,252.8649964,0.842950214,0.165293912,6,0.5,0: Broadleaf,2,FALSE,1693260273,393.3378387,410.0225806,16.17659355,11.24881935,393.5518387,16.20959355,600.037,101.3463226,0.10001741,24.81094194,23.59867419,999.9,0,0,9999.635806,0,334.1446774,299.9761935,0.899998419,0.1000016,0,1186.914516,5.00022,3650.662903,2719.433226,33.84045161,39.2256129,36.09451613,35.95545161,36.25,265.4780645,29.5,0,143,0,1185.738,-73.59769219,-213.3099998,3647.4436,15,1693260319,15:05:18,1693260309,1693260319,134,0.271,-0.004,-0.214,-0.033,410,11,0.23,0.03,100,100,-0.214,-0.033,-0.9745865,0.000439478,2.00E-06,-3.80E-10,-0.078635282,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,2.1,2,1.06934,2.62329,1.39771,2.26562,1.39526,2.59766,34.6692,11.4177,18,600.453,373.073,24.7342,26.4056,29.9999,26.2499,26.5954,21.4342,26.9185,75.8961,-999.9,410,11.0313,98.824,93.4816
134,1693260469,24059.5,20230828 15:07:48,15:07:48,5,232,Transgenic,134,LCOR-233,,,1693260461,0.000691457,0.691456599,6.646942952,403.0587333,192.8525509,19.56341992,40.88723337,0.052603597,2.952866337,0.052088487,0.032601165,49.58336476,25.15509092,24.59086333,3.10293944,56.11246454,1.788795199,3.187874947,1.31414424,-30.49323603,72.00864266,5.148738936,96.24751032,6.646942952,0.691456599,6.385092862,417.0604422,410.5366545,0.006274037,67.22845484,0.800747295,16.95511123,17.69965515,0.007850407,78.55,0,0,1,0,53935.16306,-,0,0,0,#DIV/0!,0.5,RECT-946-20230828-15_07_46,8169.09,906.5105769,2253.03,0.597648244,0.5,252.8611154,6.646942952,75.5610008,0.024309562,-1,#DIV/0!,DARK-947-20230828-15_07_52,642.6,642.6,0.714784091,0.836124155,3.50611578,0.597648244,#DIV/0!,0.592705034,0.407294966,299.9716667,252.8611154,0.842949997,0.165293494,6,0.5,0: Broadleaf,2,FALSE,1693260461,403.0587333,409.9842,17.63361,16.95436333,403.4007333,17.54961,600.0150667,101.3424,0.099970523,25.04319333,24.59086333,999.9,0,0,9999.293,0,327.221,299.9716667,0.9000035,0.09999644,0,906.6248333,5.00022,2799.989,2719.396667,34.7479,39.68493333,36.5851,36.7269,36.9895,265.4756667,29.49733333,0,185.9000001,0,906.5105769,-43.79511114,-127.6464958,2799.626154,15,1693260490,15:08:09,1693260490,1693260488,135,-0.128,0.016,-0.342,0.084,410,17,0.45,0.19,100,100,-0.342,0.084,-0.70407087,0.000439478,2.00E-06,-3.80E-10,-0.082177938,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,2.7,2.5,1.07544,2.61719,1.39771,2.26807,1.39526,2.63916,34.6463,11.1988,18,604.221,377.34,24.6899,26.3686,30,26.2136,26.57,21.5382,0,67.2594,-999.9,410,17.3096,98.83,93.4867
135,1693260924,24514.5,20230828 15:15:23,15:15:23,5,232,Transgenic,135,LCOR-161,,,1693260916,0.003182175,3.1821754,12.37479489,396.3613667,306.876925,31.13129231,40.20908892,0.250994833,2.952996496,0.239716535,0.150793908,49.5865486,24.47005753,24.13644667,3.019610459,53.59352542,1.704301474,3.180051061,1.315308985,-140.3339351,137.7929999,9.82743814,56.87305154,12.37479489,3.1821754,12.50390051,415.6787461,403.0057879,-0.000743441,67.23903972,3.256616638,13.6650918,16.86688848,-6.07E-05,78.55,0,0,1,0,53946.51461,-,0,0,0,#DIV/0!,0.5,RECT-948-20230828-15_15_21,8157.11,845.06072,2595.32,0.674390549,0.5,252.8782898,12.37479489,85.26936438,0.046958538,-1,#DIV/0!,DARK-949-20230828-15_15_27,654.13,654.13,0.747957863,0.901642436,3.96759054,0.674390549,#DIV/0!,0.697927797,0.302072203,299.9921667,252.8782898,0.842949643,0.165292811,6,0.5,0: Broadleaf,2,FALSE,1693260916,396.3613667,409.9965333,16.80016333,13.67166,396.5503667,16.78616333,600.0404667,101.3455,0.10003002,25.00197,24.13644667,999.9,0,0,9999.726,0,246.9208333,299.9921667,0.900012433,0.099987577,0,845.1089333,5.00022,2617.988667,2719.593,34.5872,39.8246,36.3624,38.6122,37.125,265.4963333,29.49566667,0,452.7,0,845.06072,-6.586307674,-6.416923067,2617.8976,15,1693260953,15:15:53,1693260953,1693260950,136,0.153,-0.011,-0.189,0.014,410,14,0.42,0.05,100,100,-0.189,0.014,-0.831756628,0.000439478,2.00E-06,-3.80E-10,-0.066195118,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,7.2,7.3,1.07178,2.62695,1.39771,2.26807,1.39526,2.43408,34.5321,13.4666,18,605.441,375.387,24.6024,26.1824,30.0001,26.0354,26.3884,21.4816,8.50433,44.8426,-999.9,410,13.718,98.8583,93.5179
136,1693261129,24719.5,20230828 15:18:48,15:18:48,5,232,Transgenic,136,LCOR-289,,,1693261121,0.001656899,1.656898744,9.976282978,399.360871,264.7847737,26.85986343,40.51131151,0.127722135,2.953067156,0.124730738,0.078219641,49.587262,24.80942701,24.26143871,3.042333562,54.46941607,1.7264937,3.169657074,1.315839862,-73.06923463,109.1560888,7.787603425,93.46171957,9.976282978,1.656898744,10.26581539,416.3715522,406.130897,-0.040435777,67.23413834,1.696908686,15.39186918,17.05991333,-2.67E-05,78.55,9,2,1,0,53958.41916,-,0,0,0,#DIV/0!,0.5,RECT-950-20230828-15_18_46,8159.01,1064.794,2611.68,0.592295381,0.5,252.8817335,9.976282978,74.89034131,0.037473181,-1,#DIV/0!,DARK-951-20230828-15_18_52,-45.73,-45.73,1.017509802,0.582102875,-57.11086814,0.592295381,#DIV/0!,-0.024999732,1.024999732,299.9962258,252.8817335,0.842949716,0.165292953,6,0.5,0: Broadleaf,2,FALSE,1693261121,399.360871,409.9984839,17.01979032,15.39114839,399.608871,16.97579032,600.0209032,101.3403548,0.100007648,24.94706774,24.26143871,999.9,0,0,10000.63484,0,297.9464839,299.9962258,0.900007742,0.099991871,0,1065.628065,5.00022,3273.368065,2719.627097,33.78809677,39.1873871,34.87483871,38.66516129,36.69725806,265.4990323,29.49677419,0,203.1000001,0,1064.794,-51.51615377,-170.5092305,3270.6072,15,1693261149,15:19:08,1693261148,1693261149,137,-0.06,-0.001,-0.248,0.044,410,15,0.54,0.07,100,100,-0.248,0.044,-0.678603765,0.000439478,2.00E-06,-3.80E-10,-0.077237203,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,2.9,3,1.073,2.62939,1.39771,2.26929,1.39526,2.37915,34.4408,13.1689,18,589.711,376.731,24.6259,26.189,30.0001,26.0266,26.3786,21.5166,0,44.9383,-999.9,410,20.5802,98.8489,93.5031
137,1693261319,24910,20230828 15:21:59,15:21:59,5,232,Transgenic,137,LCOR-218,,,1693261311,0.003845573,3.845572611,13.03422528,395.4559333,318.5660607,32.3164584,40.11643673,0.314948812,2.952972134,0.297406431,0.187373662,49.58974585,23.66675055,23.45002667,2.897447357,52.73602955,1.614919427,3.062269649,1.28252793,-169.5897521,146.5287939,10.38129074,36.91007841,13.03422528,3.845572611,13.10735563,414.9639387,401.6756606,0.004537103,67.24027894,3.815869258,12.08247291,15.89960848,-0.011597022,78.55,2,0,1,0,54060.322,-,0,0,0,#DIV/0!,0.5,RECT-952-20230828-15_21_56,8146.88,1003.708,2666.52,0.623588797,0.5,252.8937294,13.03422528,78.8508483,0.049563211,-1,#DIV/0!,DARK-953-20230828-15_22_03,708.8,708.8,0.73418538,0.849361502,3.762020316,0.623588797,#DIV/0!,0.599803362,0.400196638,300.0103667,252.8937294,0.842949969,0.165293441,6,0.5,0: Broadleaf,2,FALSE,1693261311,395.4559333,410.0099,15.91939667,12.13530667,395.6129333,15.94039667,600.0417667,101.3434667,0.100040307,24.37043,23.45002667,999.9,0,0,9999.788333,0,167.8981,300.0103667,0.899998067,0.100001523,0,1003.822333,5.00022,3033.182667,2719.747667,32.7872,38.4622,34.62893333,35.19973333,35.5,265.509,29.50066667,0,188.5999999,0,1003.708,-5.20846153,-26.93692326,3032.658,15,1693261347,15:22:27,1693261344,1693261347,138,0.091,-0.004,-0.157,-0.021,410,12,0.27,0.05,100,100,-0.157,-0.021,-0.738329163,0.000439478,2.00E-06,-3.80E-10,-0.078592158,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,2.9,2.8,1.07178,2.62939,1.39771,2.26807,1.39526,2.40967,34.2133,13.1164,18,597.961,375.051,24.3158,26.1351,29.9999,25.9806,26.3281,21.4689,18.0035,45.968,-999.9,410,12.1347,98.8616,93.5204
138,1693261537,25128,20230828 15:25:37,15:25:37,5,232,Transgenic,138,LCOR-544,,,1693261529,0.000688968,0.688968139,4.441238376,405.2784194,258.3487557,26.20891542,41.11460798,0.051272324,2.953099108,0.050782864,0.031782877,49.58879711,24.13069347,23.50408387,2.906908649,52.06013481,1.560879273,2.998223649,1.346029376,-30.38349494,81.82750854,5.788334416,106.8211451,4.441238376,0.688968139,4.338003734,416.1113549,411.6082061,0.021895616,67.2346155,0.700802316,14.70918138,15.39763212,0.000283353,78.55,11,2,1,0,54128.29593,-,0,0,0,#DIV/0!,0.5,RECT-954-20230828-15_25_34,8215.51,845.0511154,1421.46,0.405504822,0.5,252.8893446,4.441238376,51.27392437,0.015584834,-1,#DIV/0!,DARK-955-20230828-15_25_41,-5.8,-5.8,1.004080312,0.40385696,-245.0793103,0.405504822,#DIV/0!,-0.002771868,1.002771868,300.0052258,252.8893446,0.842949798,0.165293111,6,0.5,0: Broadleaf,2,FALSE,1693261529,405.2784194,409.9986129,15.38603226,14.70770323,405.3794194,15.34503226,600.0341613,101.3478387,0.099971035,24.01805161,23.50408387,999.9,0,0,10000.07774,0,270.7859677,300.0052258,0.900002548,0.099997319,0,845.7604839,5.00022,2591.320645,2719.704516,32.39280645,37.401,34.83841935,32.81435484,34.32241935,265.5054839,29.4983871,0,215.8,0,845.0511154,-89.12536758,-269.7411968,2589.258077,15,1693261565,15:26:05,1693261565,1693261556,139,0.057,0.014,-0.101,0.041,410,15,1.4,0.23,100,100,-0.101,0.041,-0.647403581,0.000439478,2.00E-06,-3.80E-10,-0.082702822,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,3.2,3.2,1.07422,2.62085,1.39771,2.26929,1.39526,2.44263,33.9187,13.0288,18,588.022,377.443,23.8077,25.9486,29.9998,25.8344,26.1887,21.5169,0,36.7834,-999.9,410,16.4937,98.8908,93.5572
139,1693261626,25216.5,20230828 15:27:05,15:27:05,5,232,Transgenic,139,LCOR-320*duplicate,,,1693261618,-5.06E-05,-0.050564339,1.924346492,408.0572759,1164.083141,118.0308539,41.37449208,-0.003985873,2.953308111,-0.003988864,-0.002492771,49.43363985,23.340013,22.70945862,2.770515863,53.5155258,1.512355129,2.826011903,1.258160733,2.229887329,52.12217839,3.653774678,107.4394802,1.924346492,-0.050564339,18.93083632,416.200078,405.8032485,-1.92718468,67.24824975,0.753255351,14.99018368,15.26942727,0.086180294,78.55,57,9,1,0,54313.83806,-,0,0,0,#DIV/0!,0.5,RECT-956-20230828-15_27_03,8241.02,516.1811731,2344.62,0.779844421,0.5,252.0977234,1.924346492,98.29850162,0.005649978,-1,#DIV/0!,DARK-957-20230828-15_27_09,708.8,708.8,0.697690884,1.117750625,3.30787246,0.779844421,#DIV/0!,1.534851878,-0.534851878,299.066069,252.0977234,0.842949935,0.165293375,6,0.5,0: Broadleaf,2,FALSE,1693261618,408.0572759,409.9735172,14.91565172,14.96578966,408.2912759,14.86565172,596.0773103,101.3455862,0.048248757,23.03682069,22.70945862,999.9,0,0,10001.48655,0,205.382931,299.066069,0.899997069,0.100003093,0,531.4350621,5.00022,75310.34069,2711.042069,32.812,37.50427586,34.95665517,32.767,34.64851724,264.6589655,29.40758621,0,86,0,516.1811731,6743.900361,-709985.0684,78387.65308,15,1693261648,15:27:27,1693261648,1693261645,140,-0.133,0.002,-0.234,0.05,410,15,0.8,0.35,100,100,-0.234,0.05,-0.590629992,0.000439478,2.00E-06,-3.80E-10,-0.068536993,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,1,1.2,1.07422,2.62939,1.39771,2.26929,1.39526,2.60742,33.8283,12.9938,18,540.078,373.974,23.784,25.8805,29.9998,25.7983,26.1253,21.5235,0,43.504,-999.9,410,21.7111,98.9107,93.56
140,1693261686,25276.5,20230828 15:28:05,15:28:05,5,232,Transgenic,140,LCOR-320,,,1693261678,0.001145511,1.145511414,7.01198873,402.5391613,273.1791148,27.71232399,40.83509702,0.092883139,2.952513588,0.091289846,0.057197028,49.58284686,24.03955531,23.32143871,2.875049573,54.29058396,1.630393095,3.00308631,1.244656479,-50.51705337,115.1791768,8.142784587,122.3877549,7.01198873,1.145511414,6.940171982,416.196837,409.1615879,-0.002198742,67.12867654,1.16435296,14.94232611,16.08803758,-2.07E-05,78.55,32,5,1,0,54106.0369,-,0,0,0,#DIV/0!,0.5,RECT-958-20230828-15_28_03,8230.88,935.012,1870.97,0.50025281,0.5,252.857655,7.01198873,63.24637623,0.025753576,-1,#DIV/0!,DARK-959-20230828-15_28_09,614.2,614.2,0.671721086,0.744732926,3.046190166,0.50025281,#DIV/0!,0.489207586,0.510792414,299.9674516,252.857655,0.842950306,0.16529409,6,0.5,0: Broadleaf,2,FALSE,1693261678,402.5391613,410.012129,16.0718871,14.94480645,402.9531613,16.0228871,600.0107742,101.3437742,0.100013019,24.04503548,23.32143871,999.9,0,0,9997.155161,0,202.7967742,299.9674516,0.89998971,0.100010148,0,938.579,5.00022,2887.946774,2719.347097,32.96545161,37.437,35.12893548,31.88487097,34.558,265.4687097,29.5,0,58,0,935.012,-201.1302305,-593.2369223,2877.5296,15,1693261713,15:28:33,1693261713,1693261707,141,-0.181,0.001,-0.414,0.049,410,15,0.57,0.19,100,100,-0.414,0.049,-0.723646636,0.000439478,2.00E-06,-3.80E-10,-0.066102015,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,0.6,0.7,1.07422,2.62329,1.39771,2.26929,1.39526,2.64404,33.8057,12.9675,18,564.352,377.569,23.7508,25.8376,29.9998,25.7321,26.0855,21.5239,0,41.2921,-999.9,410,18.3766,98.9147,93.5627
141,1693261883,25474.1,20230828 15:31:23,15:31:23,5,232,Transgenic,141,LCOR-077,,,1693261875,0.00144996,1.449960173,10.58632957,398.8356452,244.2682371,24.77906216,40.45869147,0.116555237,2.953060104,0.114058543,0.071506453,49.5915868,24.03076215,23.6481,2.932246889,55.44087968,1.671938494,3.015714223,1.260308395,-63.94324362,74.32220532,5.263895457,65.23444395,10.58632957,1.449960173,11.22147202,416.2677079,405.128,-0.055096525,67.24001529,1.48536357,15.04608616,16.50739818,-8.98E-05,78.55,6,1,1,0,54109.37179,-,0,0,0,#DIV/0!,0.5,RECT-960-20230828-15_31_20,8154.05,1085.716538,2766.93,0.607609683,0.5,252.9036398,10.58632957,76.83335028,0.039882105,-1,#DIV/0!,DARK-961-20230828-15_31_27,697.13,697.13,0.748049282,0.812258895,3.969030167,0.607609683,#DIV/0!,0.521545011,0.478454989,300.0221935,252.9036398,0.842949773,0.165293061,6,0.5,0: Broadleaf,2,FALSE,1693261875,398.8356452,410.0001613,16.48171613,15.05566774,399.1466452,16.42771613,600.005871,101.3420968,0.099918158,24.11493226,23.6481,999.9,0,0,10000.4229,0,255.7288387,300.0221935,0.900007968,0.099992035,0,1086.622903,5.00022,3315.680645,2719.865484,33.673,37.9613871,35.73170968,34.35458065,35.54,265.5229032,29.5,0,195.3999999,0,1085.716538,-120.1391454,-354.337778,3313.07,15,1693261920,15:31:59,1693261920,1693261907,142,0.104,0.003,-0.311,0.054,410,15,0.31,0.1,100,100,-0.311,0.054,-0.904530278,0.000439478,2.00E-06,-3.80E-10,-0.065087233,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,2.8,2.9,1.07422,2.62329,1.39771,2.26807,1.39526,2.6123,33.7381,12.8624,18,593.94,378.16,23.6926,25.7314,29.9999,25.6177,25.971,21.5264,0,43.5207,-999.9,410,17.1964,98.9273,93.5763
142,1693262114,25705.1,20230828 15:35:14,15:35:14,5,232,Transgenic,142,LCOR-156,,,1693262106,0.003387699,3.387699277,13.48391766,395.1996452,304.6013737,30.89563053,40.08498739,0.270311338,2.952057632,0.257274792,0.161915621,49.5880826,23.60796624,23.35010645,2.880029834,51.94005624,1.573763827,3.02996173,1.306266007,-149.3975381,134.2251523,9.499243852,43.91494062,13.48391766,3.387699277,13.23163441,415.0824491,401.3787333,0.06726839,67.24184196,3.448586941,12.1550731,15.55619697,-0.001156225,78.55,0,0,1,0,54065.27878,-,0,0,0,#DIV/0!,0.5,RECT-962-20230828-15_35_11,8151.94,1018.962,2775.85,0.632918926,0.5,252.8859941,13.48391766,80.02816585,0.051342969,-1,#DIV/0!,DARK-963-20230828-15_35_18,699.73,699.73,0.747922258,0.846236248,3.96703014,0.632918926,#DIV/0!,0.581117736,0.418882264,300.0012903,252.8859941,0.842949688,0.165292898,6,0.5,0: Broadleaf,2,FALSE,1693262106,395.1996452,410.0222903,15.51580645,12.18069032,395.4136452,15.52280645,600.0036452,101.3297742,0.099940832,24.1934871,23.35010645,999.9,0,0,9995.948387,0,125.3861935,300.0012903,0.900003774,0.099995977,0,1019.317742,5.00022,3118.513226,2719.669677,34.53806452,38.74787097,36.60874194,36.18532258,36.401,265.5019355,29.49677419,0,228.8,0,1018.962,-25.73615385,-70.63615386,3117.5572,15,1693262155,15:35:54,1693262155,1693262138,143,0.097,-0.01,-0.214,-0.007,410,12,0.29,0.04,100,100,-0.214,-0.007,-0.800743861,0.000439478,2.00E-06,-3.80E-10,-0.061683357,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,3.2,3.5,1.07178,2.62451,1.39771,2.26929,1.39526,2.49146,33.6705,12.7136,18,600.557,376.418,23.76,25.6189,29.9999,25.4893,25.8415,21.4768,11.59,35.5962,-999.9,410,12.2566,98.952,93.6064
143,1693262318,25908.6,20230828 15:38:37,15:38:37,5,232,Transgenic,143,LCOR-269,,,1693262310,0.001532065,1.532065467,7.871841916,401.4959667,276.0023629,27.99538227,40.72440884,0.108854081,2.952030483,0.106672344,0.066862594,49.5913062,24.37341732,23.99650333,2.994345459,50.94809625,1.570328017,3.082211374,1.424017442,-67.56408711,76.76275555,5.458241532,64.24821617,7.871841916,1.532065467,8.348519395,415.799677,407.7094727,-0.082058105,67.23194382,1.582568078,13.97440102,15.5292697,0.000579389,78.55,40,7,1,0,54012.66174,-,0,0,0,#DIV/0!,0.5,RECT-964-20230828-15_38_35,8190.6,1053.8452,2125.05,0.504084516,0.5,252.904812,7.871841916,63.74269983,0.029148682,-1,#DIV/0!,DARK-965-20230828-15_38_41,-12.6,-12.6,1.005929272,0.501113279,-168.6547619,0.504084516,#DIV/0!,-0.005991418,1.005991418,300.0239333,252.904812,0.842948791,0.165291167,6,0.5,0: Broadleaf,2,FALSE,1693262310,401.4959667,409.9828333,15.48163333,13.97330333,401.8779667,15.44663333,600.0066,101.3317,0.099976077,24.47883333,23.99650333,999.9,0,0,9995.604333,0,246.4332,300.0239333,0.900034933,0.099964823,0,1055.570667,5.00022,3191.745,2719.903333,35.479,39.62913333,37.49563333,37.27893333,37.50826667,265.531,29.49,0,201.1999998,0,1053.8452,-249.5730773,-741.3607702,3186.554,15,1693262351,15:39:10,1693262351,1693262345,144,-0.169,0.011,-0.382,0.035,410,14,1.4,0.11,100,100,-0.382,0.035,-0.703733017,0.000439478,2.00E-06,-3.80E-10,-0.072120775,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,2.7,3,1.073,2.62451,1.39771,2.27051,1.39526,2.53784,33.6029,12.5822,18,555.983,378.496,23.9327,25.5761,30,25.4291,25.7839,21.5064,0,30.1997,-999.9,410,18.0345,98.9609,93.6168
144,1693262571,26162.1,20230828 15:42:51,15:42:51,5,232,Transgenic,144,LCOR-014,,,1693262563,0.001704901,1.704900702,10.57648446,398.7594333,258.8238688,26.25192529,40.44527618,0.130001143,2.953269235,0.126903641,0.079586927,49.58787018,24.14983232,23.52524667,2.910619993,51.75279889,1.578130073,3.049361787,1.33248992,-75.18612095,123.3430166,8.737945101,106.482711,10.57648446,1.704900702,10.46845186,415.8609617,405.0387697,0.045077344,67.24118776,1.737332827,13.88705231,15.59730788,-2.16E-05,78.55,8,1,1,0,54081.54566,-,0,0,0,#DIV/0!,0.5,RECT-966-20230828-15_42_48,8153.42,969.55144,2566.04,0.622160434,0.5,252.8842757,10.57648446,78.66729537,0.039846228,-1,#DIV/0!,DARK-967-20230828-15_42_55,685.13,685.13,0.733001044,0.848785194,3.745333002,0.622160434,#DIV/0!,0.599790972,0.400209028,299.9991667,252.8842757,0.842949927,0.16529336,6,0.5,0: Broadleaf,2,FALSE,1693262563,398.7594333,410.0151333,15.55915333,13.88087333,399.1414333,15.53015333,600.0335667,101.3277667,0.099993523,24.29993333,23.52524667,999.9,0,0,10003.02467,0,220.6463,299.9991667,0.899998633,0.10000106,0,970.3077,5.00022,2964.699667,2719.647,34.76226667,39.8498,36.68726667,37.17473333,37.22886667,265.498,29.499,0,251.5999999,0,969.55144,-54.5626153,-158.7561536,2962.5876,15,1693262612,15:43:31,1693262351,1693262591,145,-0.169,-0.005,-0.382,0.029,410,14,1.4,0.09,100,100,-0.382,0.029,-0.872179488,0.000439478,2.00E-06,-3.80E-10,-0.061071757,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,3.7,3.8,1.073,2.62085,1.39771,2.27051,1.39526,2.58789,33.558,12.3896,18,591.395,379.34,23.9188,25.5698,30.0002,25.4121,25.7647,21.5019,0,31.3957,-999.9,410,18.6769,98.95,93.6052
145,1693262815,26405.6,20230828 15:46:54,15:46:54,5,232,Transgenic,145,LCOR-091,,,1693262807,0.000320228,0.320227891,7.194504922,402.5644333,-49.98114529,-5.069491881,40.83133979,0.025742436,2.953080431,0.025618418,0.016022604,49.58616916,24.76494161,24.09908667,3.012847414,57.31746054,1.77492895,3.096663622,1.237918464,-14.12204998,72.90488912,5.186811812,113.5558201,7.194504922,0.320227891,7.344910863,417.1266569,409.8262485,-0.037637433,67.24240238,0.467606324,17.23558776,17.61443333,0.015022095,78.55,0,0,1,0,54029.2734,-,0,0,0,#DIV/0!,0.5,RECT-968-20230828-15_46_52,8229.13,876.36444,1820.07,0.518499596,0.5,252.8734484,7.194504922,65.55739045,0.026473736,-1,#DIV/0!,DARK-969-20230828-15_46_58,606.53,606.53,0.666754575,0.777646851,3.000791387,0.518499596,#DIV/0!,0.538207763,0.461792237,299.9860333,252.8734484,0.842950739,0.165294926,6,0.5,0: Broadleaf,2,FALSE,1693262807,402.5644333,409.8876,17.49938333,17.18477,402.9974333,17.39038333,600.0205333,101.3280667,0.10001889,24.55701333,24.09908667,999.9,0,0,10001.923,0,222.3418333,299.9860333,0.899972733,0.100027033,0,877.4027,5.00022,2715.736333,2719.503333,35.05786667,39.562,37.41633333,34.73313333,36.75413333,265.4796667,29.506,0,241.5999999,0,876.36444,-77.66676912,-229.1715381,2712.6384,15,1693262843,15:47:22,1693262834,1693262843,146,-0.052,0.019,-0.433,0.109,410,17,1.01,0.19,100,100,-0.433,0.109,-0.872179488,0.000439478,2.00E-06,-3.80E-10,-0.065996048,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,7.7,3.7,1.07666,2.62817,1.39771,2.27295,1.39526,2.48169,33.4456,12.1882,18,607.585,383.117,23.99,25.5784,30.0002,25.4163,25.7711,21.5789,0,100,-999.9,410,25.2061,98.9484,93.5819
